SchoolCode,SchoolName,SchoolType,Suburb,StateCode,Postcode,Longitude,Latitude,SchoolAddress,SchoolID
"1539","St Mary's School","Primary","Greensborough","VIC","3088",145.092633,-37.702851,"210 Grimshaw Street",2049
"154","St Michael's School","Primary","Traralgon","VIC","3844",146.534695,-38.195161,"Church Street",2050
"1541","Mother of God School","Primary","Ardeer","VIC","3022",144.800812,-37.779414,"67 Blanche Street",2052
"1542","St Peter Chanel School","Primary","Deer Park","VIC","3023",144.769266,-37.768526,"848 Ballarat Road",2054
"1542","Brighton Primary School","Primary","Brighton","VIC","3186",145.002234,-37.911753,"59 Wilson Street",2056
"1543","Christ the King Primary School","Primary","Braybrook","VIC","3019",144.86196,-37.787611,"28 Riley Court",2058
"1545","Corpus Christi School","Primary","Glenroy","VIC","3046",144.922802,-37.703891,"13-21 Widford Street",2061
"1548","Natimuk Primary School","Primary","Natimuk","VIC","3409",141.950496,-36.741235,"38 Old Noradjuha Road",2066
"1549","St Paul's School","Primary","Sunshine West","VIC","3020",144.807516,-37.787534,"Links Street",2068
"1550","St Patrick's School","Primary","Pyramid Hill","VIC","3575",144.111842,-36.054852,"5 Victoria Street",2072
"1551","Big Hill Primary School","Primary","Big Hill","VIC","3555",144.24247,-36.830583,"5644 Calder Highway",2074
"1552","Clunes Primary School","Primary","Clunes","VIC","3370",143.7921149,-37.2907506,"Canterbury Street",2078
"1554","Stella Maris School","Primary","Beaumaris","VIC","3193",145.041044,-37.981986,"113 Oak Street",2080
"1554","Marnoo Primary School","Primary","Marnoo","VIC","3387",142.870353,-36.676853,"Newall Street",2081
"1555","St Therese's School","Primary","Kennington","VIC","3550",144.298244,-36.766898,"Albion Street",2083
"1556","St Bernadette's School","Primary","Sunshine North","VIC","3020",144.835276,-37.771157,"2 Willey Street",2085
"1557","St James' School","Primary","Sebastopol","VIC","3356",143.840181,-37.603467,"260 Albert Street",2087
"156","St Brendan's School","Primary","Shepparton","VIC","3630",145.407652,-36.374731,"143 - 149 Knight Street",2092
"1560","Sacred Heart School","Primary","Mildura","VIC","3500",142.152242,-34.187326,"Olive Grove",2094
"1560","Beechworth Primary School","Primary","Beechworth","VIC","3747",146.693567,-36.355433,"17 Junction Road",2096
"1563","Ardmona Primary School","Primary","Ardmona","VIC","3629",145.313066,-36.385458,"580 Turnbull Road",2100
"1563","St Margaret's Primary School","Primary","Maribyrnong","VIC","3032",144.891039,-37.766895,"67 The Esplanade",2101
"1564","Immaculate Heart of Mary School","Primary","Newborough","VIC","3825",146.291592,-38.184743,"50-54 Monash Road",2103
"1565","Holy Family School","Primary","Mount Waverley","VIC","3149",145.129634,-37.874255,"250 Stephensons Road",2106
"1566","St Gerard's School","Primary","Dandenong North","VIC","3175",145.205824,-37.971329,"71 Gladstone Road",2108
"1568","Kilmore Primary School","Primary","Kilmore","VIC","3764",144.947521,-37.295768,"35 Lancefield Road",2112
"1568","St Mel's School","Primary","Shepparton South","VIC","3630",145.410675,-36.39247,"35 Hamilton Street",2113
"1569","Our Lady of Perpetual Succour School","Primary","Surrey Hills","VIC","3127",145.111389,-37.830057,"31 Erasmus Street",2115
"1570","St Catherine's School","Primary","Moorabbin","VIC","3189",145.052171,-37.938224,"14-28 Fletcher Street",2117
"1571","Macarthur Primary School","Primary","Macarthur","VIC","3286",142.001473,-38.030878,"23 Russell Street",2120
"1574","Barwon Heads Primary School","Primary","Barwon Heads","VIC","3227",144.487039,-38.281189,"Golf Links Road",2127
"1575","St Vincent de Paul's School","Primary","Morwell East","VIC","3840",146.415478,-38.230608,"2 Rowell Street",2130
"1577","St Peter's Lutheran School","Primary","Dimboola","VIC","3414",142.037578,-36.457061,"6-26 Horsham Road",2132
"1578","St Mary's School","Primary","Sea Lake","VIC","3533",142.85067,-35.501832,"47 Hannon Street",2135
"1578","Keilor Primary School","Primary","Keilor","VIC","3036",144.835704,-37.716896,"25 Kennedy Street",2136
"1579","St Joseph's School","Primary","Yarra Junction","VIC","3797",145.616814,-37.792172,"40 Milners Road",2139
"1580","St Stephen's School","Primary","Reservoir East","VIC","3073",145.019202,-37.711568,"71 Whitelaw Street",2142
"1581","St Brendan's School","Primary","Lakes Entrance","VIC","3909",148.012335,-37.87102,"Golf Links Road",2144
"1582","St Martin of Tours School","Primary","Rosanna","VIC","3084",145.076979,-37.735182,"2-12 Silk Street",2146
"1582","Dunolly Primary School","Primary","Dunolly","VIC","3472",143.733581,-36.851552,"8 Elgin Street",2147
"1583","Springhurst Primary School","Primary","Springhurst","VIC","3682",146.468103,-36.184673,"121 Anzac Road",2150
"1583","St Michael's School","Primary","Tallangatta","VIC","3700",147.173415,-36.216232,"Queen Elizabeth Drive",2151
"1584","Christ Our Holy Redeemer School","Primary","Oakleigh East","VIC","3166",145.105753,-37.896158,"43 Ferntree Gully Road",2154
"1585","Our Lady of the Nativity School","Primary","Aberfeldie","VIC","3040",144.896581,-37.756347,"29 Fawkner Street",2157
"1585","Dixons Creek Primary School","Primary","Dixons Creek","VIC","3775",145.413517,-37.59234,"Melba Highway",2158
"1588","Trentham District Primary School","Primary","Trentham","VIC","3458",144.3280953,-37.38796656,"8 Bridge Street",2162
"1591","Warrenheip Primary School","Primary","Warrenheip","VIC","3352",143.9279491,-37.57391565,"93 Warrenheip Road",2171
"1591","Our Lady's School","Primary","Wangaratta","VIC","3677",146.321144,-36.372191,"White Street",2172
"1592","Maiden Gully Primary School","Primary","Maiden Gully","VIC","3551",144.210192,-36.744472,"10 Carolyn Way",2174
"1593","St Dominic's School","Primary","Broadmeadows","VIC","3047",144.923702,-37.685055,"408 Camp Road",2179
"1594","St Patrick's School","Primary","Tongala","VIC","3621",144.953591,-36.252656,"Mangan Street",2182
"1595","St Bridget's School","Primary","Balwyn North","VIC","3104",145.103253,-37.795925,"36 Sweyn Street",2185
"1595","Rupanyup Primary School","Primary","Rupanyup","VIC","3388",142.628612,-36.632224,"22 Dyer Street",2187
"1596","St Leonard's School","Primary","Glen Waverley","VIC","3150",145.163894,-37.886803,"349 Springvale Road",2189
"1598","St Scholastica's School","Primary","Bennettswood","VIC","3125",145.125908,-37.851646,"4 Starling Street",2191
"1598","Goornong Primary School","Primary","Goornong","VIC","3557",144.505155,-36.616872,"26 Grant Street",2193
"1600","St Christopher's School","Primary","Glen Waverley","VIC","3150",145.1501975,-37.87109838,"Doon Avenue",2196
"1601","Oakleigh Primary School","Primary","Oakleigh","VIC","3166",145.088615,-37.894474,"20 Warrigal Road",2198
"1602","Ceres Primary School","Primary","Ceres","VIC","3221",144.266732,-38.173549,"605 Barrabool Road",2201
"1602","St John Vianney's School","Primary","Parkdale East","VIC","3195",145.09249,-37.99047,"Brisbane Terrace",2203
"1604","Malvern Central School","Primary","Malvern","VIC","3144",145.034401,-37.856009,"Spring Road",2206
"1604","Ss Peter & Paul's School","Primary","Doncaster East","VIC","3109",145.1534,-37.790552,"16 Beverley Street",2208
"1607","Holy Family School","Primary","Doveton","VIC","3177",145.238629,-37.990496,"100 Power Road",2215
"1609","Daylesford Primary School","Primary","Daylesford","VIC","3460",144.1415552,-37.34510484,"102-128 Vincent Street",2224
"1612","Mooroopna North Primary School","Primary","Mooroopna","VIC","3629",145.298488,-36.329139,"835 Ardmona Road",2230
"1612","St Matthew's School","Primary","Fawkner North","VIC","3060",144.967951,-37.698156,"95 William Street",2233
"1613","St John Vianney's School","Primary","Mulgrave","VIC","3170",145.159559,-37.932718,"23 Police Road",2235
"1615","St Luke's School","Primary","Lalor","VIC","3075",145.0188321,-37.67237431,"1A David Street",2238
"1616","St Francis de Sales School","Primary","Oak Park","VIC","3046",144.921079,-37.718847,"626 Pascoe Vale Road",2243
"1617","St John's Lutheran School Geelong","Primary","Geelong","VIC","3220",144.347467,-38.147331,"33 Aberdeen Street",2245
"1618","St Thomas More's School","Primary","Belgrave","VIC","3160",145.3526801,-37.90841476,"Reynold'S Lane",2247
"1619","St Pius X School","Primary","Warrnambool West","VIC","3280",142.46583,-38.364916,"32-34 Hoddle Street",2249
"1620","St Christopher's School","Primary","Airport West","VIC","3042",144.880249,-37.72501,"34 Roberts Road",2251
"1622","Sacred Heart School","Primary","Eliminyt","VIC","3250",143.578547,-38.353155,"125 Hart Street",2254
"1623","Sacred Heart School","Primary","Diamond Creek","VIC","3089",145.158777,-37.67214795,"25 Gipson Street",2256
"1624","St Michael's School","Primary","Berwick","VIC","3806",145.353572,-38.033824,"16 Scanlan Street",2259
"1627","Our Lady of the Way School","Primary","Kingsbury","VIC","3083",145.035525,-37.715261,"11-13 Green Avenue",2267
"1628","St Luke the Evangelist School","Primary","Blackburn South","VIC","3130",145.146714,-37.835551,"46 Orchard Grove",2270
"1629","St Bernard's School","Primary","Wangaratta","VIC","3677",146.305601,-36.346559,"Williams Road",2272
"1631","Swan Reach Primary School","Primary","Swan Reach","VIC","3903",147.864786,-37.821077,"21 School Road",2277
"1632","Our Lady Help of Christians School","Primary","Murtoa","VIC","3390",142.473651,-36.622676,"15 Munro Street",2281
"1637","Amphitheatre Primary School","Primary","Amphitheatre","VIC","3468",143.399236,-37.184128,"16 School Road",2292
"1637","Mother of God School","Primary","Ivanhoe East","VIC","3079",145.058781,-37.773795,"66 Wilfred Road",2293
"1638","Our Lady Help of Christians School","Primary","Wendouree","VIC","3355",143.825614,-37.525436,"482 Gillies Street",2295
"1640","St Clement of Rome School","Primary","Bulleen","VIC","3105",145.090333,-37.767296,"9 Egan Drive",2296
"1641","St Joseph's Primary School","Primary","Boronia","VIC","3155",145.274814,-37.862707,"212 Boronia Road",2297
"1642","Sacred Heart School","Primary","Corryong","VIC","3707",147.898789,-36.198356,"111-115 Hansen Street",2299
"1642","Deans Marsh Primary School","Primary","Deans Marsh","VIC","3235",143.8857511,-38.39987507,"30 Deans Marsh-Lorne Road",2300
"1645","Our Lady of Lourdes School","Primary","Bayswater","VIC","3153",145.265765,-37.848985,"23 Orange Grove",2304
"1645","Drysdale Primary School","Primary","Drysdale","VIC","3222",144.571747,-38.169163,"52-66 Clifton Springs Rd",2305
"1646","St Arnaud Primary School","Primary","St Arnaud","VIC","3478",143.257542,-36.6102,"Charlton Road",2307
"1648","Annunciation School","Primary","Brooklyn","VIC","3012",144.847959,-37.820989,"4-14 Nolan Avenue",2312
"1649","St Louis de Montfort's School","Primary","Aspendale","VIC","3195",145.102261,-38.018128,"37 Dolphin Street",2314
"1650","St Thomas More's School","Primary","Hadfield","VIC","3046",144.944942,-37.707293,"30 Angus Street",2316
"1652","St Philip's School","Primary","Blackburn North","VIC","3130",145.166588,-37.807643,"60 Junction Road",2318
"1652","Nullawarre and District Primary School","Primary","Nullawarre","VIC","3268",142.734429,-38.466755,"132 Henry'S Sawmill Road",2319
"1653","Holy Child School","Primary","Dallas","VIC","3047",144.931984,-37.665736,"227 Blair Street",2320
"1655","St Peter Julian Eymard","Primary","Mooroolbark","VIC","3138",145.3175154,-37.7879128,"Reay Road",2324
"1656","St Damian's School","Primary","Bundoora","VIC","3083",145.0572167,-37.6984942,"5 Settlement Road",2327
"1659","Christ the King School","Primary","Newcomb","VIC","3219",144.3923309,-38.16659292,"79 Wilsons Road",2333
"1660","Macedon Primary School","Primary","Macedon","VIC","3440",144.5626788,-37.41869064,"67 Smith Street",2335
"1663","St Timothy's School","Primary","Vermont","VIC","3133",145.183654,-37.840389,"21 Stevens Road",2339
"1664","St Mary's School","Primary","Maffra","VIC","3860",146.9723891,-37.96350023,"4-12 Duke Street",2341
"1665","St Macartan's School","Primary","Mornington","VIC","3931",145.070463,-38.223213,"97 Bungower Road",2342
"1666","Arthurs Creek Primary School","Primary","Arthurs Creek","VIC","3099",145.2025016,-37.57900478,"900 Arthurs Creek Road",2344
"1667","St John's School","Primary","Frankston East","VIC","3199",145.148098,-38.145823,"Jayne Street",2346
"1667","Rye Primary School","Primary","Rye","VIC","3941",144.823824,-38.373116,"Lyons St",2347
"1669","Buxton Primary School","Primary","Buxton","VIC","3711",145.709051,-37.421398,"2208 Maroondah Highway",2350
"1671","St Anne's School","Primary","Seaford","VIC","3198",145.140947,-38.106598,"86-94 Austin Road",2357
"1674","St Martin de Porres School","Primary","Avondale Heights","VIC","3034",144.861624,-37.758468,"158 Military Road",2363
"1678","St Gregory the Great School","Primary","Doncaster","VIC","3108",145.122282,-37.780598,"396 Manningham Road",2368
"1680","St Kevin's School","Primary","Templestowe Lower","VIC","3107",145.122868,-37.761267,"26-44 Herlihys Road",2372
"1681","St James' School","Primary","Vermont","VIC","3133",145.20969,-37.836748,"51 Centre Road",2374
"1682","Good Shepherd School","Primary","Wheelers Hill","VIC","3150",145.166052,-37.908123,"30 Academy Avenue",2376
"1683","Moonambel Primary School","Primary","Moonambel","VIC","3478",143.320743,-36.989858,"24 Humffray Street",2378
"1687","Baringhup Primary School","Primary","Baringhup","VIC","3463",143.967824,-36.977004,"Mitchell Street",2385
"1689","St Thomas' School","Primary","Sale","VIC","3850",147.08331,-38.09940329,"Guthridge Parade",2387
"1690","St Leo the Great School","Primary","Altona North","VIC","3025",144.851693,-37.839216,"315 Mason Street",2390
"1692","St Peter's School","Primary","Keilor East","VIC","3033",144.859418,-37.744237,"2A Parkside Avenue",2393
"1693","Our Lady Help of Christians School","Primary","Warrnambool East","VIC","3280",142.519533,-38.385247,"28 Selby Road",2394
"1694","Longford Primary School","Primary","Longford","VIC","3851",147.088411,-38.169564,"6380 South Gippsland Highway",2396
"1696","St Martin de Porres School","Primary","Laverton","VIC","3028",144.77698,-37.853783,"13-25 Bellin Street",2398
"1697","St Jude the Apostle School","Primary","Scoresby","VIC","3179",145.225957,-37.889844,"53 George Street",2401
"1697","Harkaway Primary School","Primary","Harkaway","VIC","3806",145.345296,-38.001041,"65-67 King Road",2402
"1698","Balnarring Primary School","Primary","Balnarring","VIC","3926",145.122985,-38.376257,"1 Civic Court",2405
"1699","St Monica's School","Primary","Wodonga West","VIC","3690",146.872637,-36.126753,"137 Brockley Street",2407
"1704","Carraragarmungee Primary School","Primary","Londrigan","VIC","3678",146.460861,-36.328898,"1005 Wangaratta-Eldorado Road",2412
"1706","Euroa Primary School","Primary","Euroa","VIC","3666",145.572076,-36.755962,"Clifton Street",2413
"1709","St Peter's School","Primary","Bendigo North","VIC","3550",144.2727362,-36.74416599,"Fenton Street",2418
"1710","St Mark's School","Primary","Dingley","VIC","3172",145.129566,-37.986656,"4-6 Dimar Court",2419
"1713","Shepparton East Primary School","Primary","Shepparton East","VIC","3631",145.479249,-36.399933,"15 School Road",2426
"1715","Holy Eucharist School","Primary","St Albans South","VIC","3021",144.811408,-37.756436,"1A Oleander Drive",2431
"1716","Nicholson Primary School","Primary","Nicholson","VIC","3882",147.747912,-37.815776,"Princes Highway",2433
"1719","St Paul's Primary School","Primary","Mildura","VIC","3500",142.156034,-34.204601,"Fourteenth Street",2435
"1721","Learning Co-Operative School","Primary","Hurstbridge","VIC","3099",145.2133347,-37.62939233,"10 Laceys Road",2437
"1722","St Peter Apostle School","Primary","Hoppers Crossing","VIC","3029",144.69031,-37.874642,"16-38 Guinane Avenue",2439
"1727","Kialla West Primary School","Primary","Kialla West","VIC","3631",145.389455,-36.466006,"7370 Goulburn Valley Highway",2448
"1729","Sholem Aleichem College","Primary","Elsternwick","VIC","3185",145.001203,-37.882289,"11 Sinclair St",2450
"1733","St John XXIII Primary School","Primary","Thomastown East","VIC","3074",145.0392037,-37.67842204,"Regal Avenue",2455
"1735","School of the Good Shepherd","Primary","Gladstone Park","VIC","3043",144.889458,-37.693031,"88 South Circular Road",2460
